schulnummer,Schulform,Schulbezeichnung_1,Schulbezeichnung_2,Schulbezeichnung_3,kurzbezeichnung,Bezirksregierung,plz,ort,strasse,Telefonvorwahl,Telefon,Faxvorwahl,Fax,email,website,Rechtsform,Traegernummer,gemeindeschluessel,Schulbetriebsschluessel,Schulbetriebsdatum,EPSG,UTMRechtswert,UTMHochwert,Unnamed: 24,latitude,longitude,schulform_name,traegerschaft,bezirksregierung_name,schulname,telefon,stadt,data_source,data_retrieved,bundesland,sozialindexstufe
112252,02,James-Krüss-Grundschule,Städt. Gem. Grundschule,- Primarstufe -,"Köln, GG James-Krüss",3,51107,Köln,Zehnthofstr. 22-24,0221,35589690,0221,355896923,112252@schule.nrw.de,http://www.james-kruess-grundschule-koeln.de,1,10182,05315000,1,01.08.1973,EPSG:25832,362421,5643991,,50.931124,7.042155,Grundschule,Öffentlich,Köln,James-Krüss-Grundschule Städt. Gem. Grundschule - Primarstufe -,022135589690,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0
112264,02,Gemeinschaftsgrundschule Gartenstadt,der Stadt Köln,,"Köln, GG Gartenstadt",3,50737,Köln,Altonaer Str. 32,0221,8609331,0221,8609332,112264@schule.nrw.de,http://www.ggs-gartenstadt.de/,1,10182,05315000,1,01.08.1973,EPSG:25832,354331,5651386,,50.995594,6.924147,Grundschule,Öffentlich,Köln,Gemeinschaftsgrundschule Gartenstadt der Stadt Köln,02218609331,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0
112288,02,Städt. Gem. Grundschule,Westerwaldstr.,,"Köln, GG Westerwaldstr.",3,51105,Köln,Westerwaldstr. 90,0221,22280070,0221,222800755,112288@schule.nrw.de,http://ggswesterwaldstr-koeln.de/,1,10182,05315000,1,01.08.1973,EPSG:25832,359179,5643834,,50.928931,6.99611,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Westerwaldstr.,022122280070,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0
112290,02,Städt. Gem. Grundschule,Halfengasse,,"Köln, GG Halfengasse",3,50735,Köln,Merkenicher Str. 313,0221,3377020,0221,33770222,112290@schule.nrw.de,http://www.ggshalfengasse.de,1,10182,05315000,1,01.08.1973,EPSG:25832,356802,5651352,,50.995909,6.959349,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Halfengasse,02213377020,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0
112306,02,Städt. Gem. Grundschule,Leuchterstr.,,"Köln, GG Leuchterstr.",3,51069,Köln,Leuchterstr. 25,0221,35589950,0221,355899522,112306@schule.nrw.de,http://www.ggs-leuchterstrasse.de,1,10182,05315000,1,01.08.1973,EPSG:25832,362336,5651318,,50.996954,7.038174,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Leuchterstr.,022135589950,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0
112318,02,Anna-Langohr-Schule,Gem. Grundschule der Stadt Köln,Primarstufe,"Köln, GG Anna-Langohr",3,50765,Köln,Fühlinger Weg 7,0221,57087111,0221,97942427,112318@schule.nrw.de,https://anna-langohr-schule.de/,1,10182,05315000,1,01.08.1973,EPSG:25832,351679,5654129,,51.019567,6.885261,Grundschule,Öffentlich,Köln,Anna-Langohr-Schule Gem. Grundschule der Stadt Köln Primarstufe,022157087111,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0
112320,02,Städt. Gem. Grundschule,Loreleystr.,,"Köln, GG Loreleystr.",3,50677,Köln,Loreleystr. 3-5,0221,22135281,0221,22135279,112320@schule.nrw.de,http://www.ggs-loreleystr.de,1,10182,05315000,1,01.08.1973,EPSG:25832,356050,5642891,,50.919684,6.951986,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Loreleystr.,022122135281,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,1.0
112331,02,Städt. Gem. Grundschule,Lohmarer Str.,,"Köln, GG Lohmarer Straße",3,51105,Köln,Lohmarer Str. 11,0221,99224890,0221,992248999,112331@schule.nrw.de,http://www.lohmarer-strasse.de,1,10182,05315000,1,01.08.1973,EPSG:25832,359861,5643818,,50.928953,7.005814,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Lohmarer Str.,022199224890,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0
112343,02,Lindenbornschule,Gem. Grundschule der Stadt Köln,Primarstufe,"Köln, GG Lindenbornschule",3,50823,Köln,Lindenbornstr. 15-19,0221,22138060,0221,22138065,112343@schule.nrw.de,http://www.ggs-lindenbornstrasse.de,1,10182,05315000,1,01.08.1973,EPSG:25832,353524,5645855,,50.945685,6.914882,Grundschule,Öffentlich,Köln,Lindenbornschule Gem. Grundschule der Stadt Köln Primarstufe,022122138060,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0
112355,02,Städt. Gem. Grundschule,Poller Hauptstr.,,"Köln, GG Poller Hauptstraße",3,51105,Köln,Poller Hauptstr. 61-65,0221,99211690,0221,992116919,112355@schule.nrw.de,http://www.ggs-poll-koeln.de,1,10182,05315000,1,01.08.1973,EPSG:25832,358840,5641952,,50.911934,6.992017,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Poller Hauptstr.,022199211690,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0
112367,02,Städt. Gem. Grundschule,Weimarer Str.,,"Köln, GG Weimarer Str.",3,51103,Köln,Weimarer Str. 28,0221,47447170,0221,474471719,112367@schule.nrw.de,http://www.ggs-weimar-koeln.de,1,10182,05315000,1,01.08.1973,EPSG:25832,360997,5645612,,50.945351,7.021285,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Weimarer Str.,022147447170,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0
112379,02,Mathilde-von-Mevissen-Grundschule,Städt. Gemeinschaftsgrundschule,- Primarstufe -,"Köln, GG Mathilde-von-Mevissen",3,50733,Köln,Gellertstr. 4-6,0221,35509990,0221,7325808,112379@schule.nrw.de,http://www.mathildevonmevissengrundschule.de,1,10182,05315000,1,01.08.1973,EPSG:25832,356610,5647661,,50.962691,6.958071,Grundschule,Öffentlich,Köln,Mathilde-von-Mevissen-Grundschule Städt. Gemeinschaftsgrundschule - Primarstufe -,022135509990,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,1.0
112380,02,Städt. Gem. Grundschule,Gotenring,,"Köln, GG Gotenring",3,50679,Köln,Gotenring 5,0221,33750020,0221,337500225,112380@schule.nrw.de,http://www.ggs-gotenring.de,1,10182,05315000,1,01.08.1973,EPSG:25832,357980,5644649,,50.935961,6.978742,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Gotenring,022133750020,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0
112409,02,Städt. Gem. Grundschule,Rosenzweigweg,,"Köln, GG Rosenzweigweg",3,50969,Köln,Rosenzweigweg 3,0221,99220850,0221,992208518,112409@schule.nrw.de,http://www.ggs-rosenzweigweg.de/,1,10182,05315000,1,01.08.1973,EPSG:25832,355468,5641633,,50.908233,6.94421,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Rosenzweigweg,022199220850,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0
112410,02,Städt. Gem. Grundschule,Lustheider Str.,,"Köln, GG Lustheider Straße",3,51103,Köln,Lustheider Str. 43,0221,35661130,0221,2216569814,112410@schule.nrw.de,http://www.ggslustheiderstr.de,1,10182,05315000,1,01.08.1973,EPSG:25832,361377,5644560,,50.935988,7.027091,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Lustheider Str.,022135661130,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0
112422,02,Stadt Köln,Gemeinschaftsgrundschule Braunsfeld,,"Köln, GG Braunsfeld",3,50933,Köln,Geilenkircher Str. 52,0221,16800660,0221,168006613,112422@schule.nrw.de,https://www.ggs-braunsfeld.de/,1,10182,05315000,1,01.08.1973,EPSG:25832,352239,5645466,,50.941861,6.896761,Grundschule,Öffentlich,Köln,Stadt Köln Gemeinschaftsgrundschule Braunsfeld,022116800660,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0
112434,02,Städt. Gem. Grundschule,An den Kaulen,,"Köln, GG An den Kaulen",3,50769,Köln,An den Kaulen 62-64,0221,35582240,0221,35582243,112434@schule.nrw.de,http://www.ggs-andenkaulen.de,1,10182,05315000,1,01.08.1973,EPSG:25832,349902,5659586,,51.068143,6.857682,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule An den Kaulen,022135582240,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0
112446,02,Städt. Gem. Grundschule,Von-Bodelschwingh-Str.,,"Köln, GG Von-Bodelschwingh-Str.",3,51061,Köln,Von-Bodelschwingh-Str. 24,0221,355897310,0221,355897313,112446@schule.nrw.de,http://www.ggs-von-bodelschwinghstr.de/,1,10182,05315000,1,01.08.1973,EPSG:25832,361346,5650105,,50.985815,7.024537,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Von-Bodelschwingh-Str.,0221355897310,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0
112458,02,Städt. Gem. Grundschule,Manderscheider-Platz,,"Köln, GG Berrenratherstr.",3,50937,Köln,Berrenrather Str. 352,0221,99225930,0221,992259320,112458@schule.nrw.de,http://www.ggs-manderscheiderplatz.de/,1,10182,05315000,1,01.08.1973,EPSG:25832,353887,5642414,,50.914854,6.921425,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Manderscheider-Platz,022199225930,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0
112460,02,Städt. Gemeinschaftsgrundschule,Köln-Flittard,- Primarstufe -,"Köln, GG (Verb.) Köln-Flittard",3,51061,Köln,Am Feldrain 10,0221,93880640,0221,355050121,112460@schule.nrw.de,http://www.grundschule-feldrain.de,1,10182,05315000,1,01.08.1973,EPSG:25832,358172,5651491,,50.997497,6.978805,Grundschule,Öffentlich,Köln,Städt. Gemeinschaftsgrundschule Köln-Flittard - Primarstufe -,022193880640,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0
112471,02,Städt. Gem. Grundschule,Nußbaumerstr.,,"Köln, GG Nußbaumerstraße",3,50825,Köln,Nußbaumerstr. 254-256,0221,95565212,0221,95565220,112471@schule.nrw.de,http://www.nussbaumerstrasse.de/,1,10182,05315000,1,01.08.1973,EPSG:25832,354072,5647203,,50.957938,6.922137,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Nußbaumerstr.,022195565212,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0
112483,02,Stadt Köln,Regenbogenschule,Gemeinschaftsgrundschule  -Primarstufe-,"Köln, GG Regenbogenschule",3,51069,Köln,Dellbrücker Hauptstr. 16-18,0221,93880630,0221,938806319,112483@schule.nrw.de,http://www.regenbogenschule-koeln.de/,1,10182,05315000,1,01.08.1973,EPSG:25832,364902,5648553,,50.972712,7.075747,Grundschule,Öffentlich,Köln,Stadt Köln Regenbogenschule Gemeinschaftsgrundschule  -Primarstufe-,022193880630,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0
112495,02,Rheinschule,Städtische Gemeinschaftsgrundschule,Mülheimer Freiheit,"Köln, GG Mülheimer Freiheit",3,51063,Köln,Mülheimer Freiheit 99,0221,49201080,0221,492010819,112495@schule.nrw.de,http://www.ggs-muelheimerfreiheit.de,1,10182,05315000,1,01.08.1973,EPSG:25832,359565,5648028,,50.966717,6.999982,Grundschule,Öffentlich,Köln,Rheinschule Städtische Gemeinschaftsgrundschule Mülheimer Freiheit,022149201080,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0
112501,02,Städt. Gem. Grundschule,Garthestr.,,"Köln, GG Garthestraße",3,50735,Köln,Garthestr. 20-24,0221,9765360,0221,97653629,112501@schule.nrw.de,http://www.ggs-riehl.de,1,10182,05315000,1,01.08.1973,EPSG:25832,357826,5647934,,50.965446,6.975269,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Garthestr.,02219765360,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0
112513,02,Städt. Gem. Grundschule,Spoerkelhof,,"Köln, GG (Verb.) Spoerkelhof",3,50769,Köln,Spoerkelhof 7,0221,35650650,0221,356506555,112513@schule.nrw.de,http://spoerkelhof-koeln.de,1,10182,05315000,1,01.08.1973,EPSG:25832,356469,5654834,,51.027118,6.953229,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Spoerkelhof,022135650650,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0
112525,02,Städt. Gem. Grundschule,Europaring,,"Köln, GG Europaring",3,51109,Köln,Europaring 51-53,0221,22256560,0221,8908799,112525@schule.nrw.de,http://www.ggseuroparing-koeln.de,1,10182,05315000,1,01.08.1973,EPSG:25832,363469,5644127,,50.932596,7.057009,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Europaring,022122256560,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0
112537,02,Stadt Köln,Gemeinschaftsgrundschule Florianschule,Primarstufe,"Köln, GG Florianschule",3,50737,Köln,Neusser Str. 605,0221,71910990,0221,719109922,112537@schule.nrw.de,http://www.florianschule.de,1,10182,05315000,1,01.08.1973,EPSG:25832,355937,5649888,,50.982537,6.947611,Grundschule,Öffentlich,Köln,Stadt Köln Gemeinschaftsgrundschule Florianschule Primarstufe,022171910990,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0
112549,02,Heinzelmännchen-Schule,der Stadt Köln,Gemeinschaftsgrundschule-Primarstufe,"Köln, GG Heinzelmännchen-Schule",3,51107,Köln,Heßhofstr. 45,0221,35666340,0221,356663424,112549@schule.nrw.de,https://www.heinzelmaennchenschule.de/,1,10182,05315000,1,01.08.1973,EPSG:25832,361146,5643991,,50.930819,7.024023,Grundschule,Öffentlich,Köln,Heinzelmännchen-Schule der Stadt Köln Gemeinschaftsgrundschule-Primarstufe,022135666340,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0
112562,02,Johannesschule,Städt. Gem. Grundschule mit,Kath. Bekenntniszweig - Primarstufe -,"Köln, GG (Verb.) Johannesschule",3,51061,Köln,Honschaftsstr. 312,0221,82011136,0221,82011160,112562@schule.nrw.de,http://www.schull.de/seite/217324/startseite.html,1,10182,05315000,1,01.08.1973,EPSG:25832,361881,5649746,,50.982717,7.032291,Grundschule,Öffentlich,Köln,Johannesschule Städt. Gem. Grundschule mit Kath. Bekenntniszweig - Primarstufe -,022182011136,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0
112574,02,Schule Kunterbunt,Gemeinsam Lernen im Zentrum,Gemeinschaftsgrundschule der Stadt Köln,"Köln, GG Schule Kunterbunt",3,50829,Köln,Kolkrabenweg 8-10,0221,28557940,0221,28557911,112574@schule.nrw.de,http://www.schulekunterbunt.de,1,10182,05315000,1,01.08.1973,EPSG:25832,350974,5648025,,50.964532,6.87772,Grundschule,Öffentlich,Köln,Schule Kunterbunt Gemeinsam Lernen im Zentrum Gemeinschaftsgrundschule der Stadt Köln,022128557940,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0
112586,02,Städt. Gem. Grundschule,Pfälzer Str.,,"Köln, GG Pfälzer Str.",3,50677,Köln,Pfälzer Str. 30-34,0221,35500770,0221,355007718,112586@schule.nrw.de,http://www.ggs-pfaelzer-strasse-koeln.de,1,10182,05315000,1,01.08.1973,EPSG:25832,355389,5643630,,50.92616,6.942295,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Pfälzer Str.,022135500770,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0
112604,02,Städt. Gem. Grundschule,Nibelungenstr.,,"Köln, GG Nibelungenstr.",3,50739,Köln,Nibelungenstr. 50a,0221,2784610,0221,2784620,112604@schule.nrw.de,http://www.ggs-nibelungenstr-koeln.de/,1,10182,05315000,1,01.08.1973,EPSG:25832,355608,5649045,,50.974878,6.943262,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Nibelungenstr.,02212784610,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0
112616,02,Städt. Gem. Grundschule,Ricarda-Huch-Str.,,"Köln, GG (Verb.) Ricarda-Huch-Straße",3,51061,Köln,Ricarda-Huch-Str. 60,0221,33770650,0221,337706530,112616@schule.nrw.de,http://ggsricardahuch.de/,1,10182,05315000,1,01.08.1973,EPSG:25832,359013,5649923,,50.983613,6.991391,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Ricarda-Huch-Str.,022133770650,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0
113694,02,Pater-Delp-Schule,Städt. Kath. Grundschule,,"Köln, KG Pater-Delp-Schule",3,50859,Köln,Im Kamp 14,0221,35650660,0221,356506655,113694@schule.nrw.de,,1,10182,05315000,1,01.08.1973,EPSG:25832,347719,5648403,,50.967077,6.831243,Grundschule,Öffentlich,Köln,Pater-Delp-Schule Städt. Kath. Grundschule,022135650660,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,1.0
113839,02,Johanniter Schule,Städt. Gem. Grundschule,,"Köln, GG Johanniter",3,50859,Köln,Kölner Str. 37,02234,9117110,02234,91171122,113839@schule.nrw.de,http://www.ggs-johanniter-schule.de/,1,10182,05315000,1,01.08.1973,EPSG:25832,347880,5646134,,50.94673,6.834482,Grundschule,Öffentlich,Köln,Johanniter Schule Städt. Gem. Grundschule,022349117110,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,1.0
113840,02,Städt. Gem. Grundschule,Albert-Schweitzer-Schule-Weiden,,"Köln, GG Albert-Schweitzer (Weiden)",3,50858,Köln,Breslauer Str. 11,02234,946480,02234,946485,113840@schule.nrw.de,http://www.ass-koeln.de,1,10182,05315000,1,01.08.1973,EPSG:25832,348564,5644948,,50.936253,6.844705,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Albert-Schweitzer-Schule-Weiden,02234946480,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0
113864,02,Ildefons-Herwegen-Schule,Städt. Gem. Grundschule,,"Köln, GG Ildefons-Herwegen-Schule",3,50858,Köln,Kirchweg 138,0221,22282030,0221,222820333,113864@schule.nrw.de,http://www.ildefons-herwegen-schule.de,1,10182,05315000,1,01.08.1973,EPSG:25832,349423,5644485,,50.932317,6.857113,Grundschule,Öffentlich,Köln,Ildefons-Herwegen-Schule Städt. Gem. Grundschule,022122282030,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0
113888,02,Städt. Gem. Grundschule,Albert-Schweitzer-Schule-Weiß,,"Köln, GG Albert-Schweitzer (Weiß)",3,50999,Köln,Zum Hedelsberg 13,02236,88488331,02236,68203,113888@schule.nrw.de,http://www.albert-schweitzer-grundschule-koeln.de,1,10182,05315000,1,01.08.1973,EPSG:25832,361134,5637732,,50.874564,7.026233,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Albert-Schweitzer-Schule-Weiß,0223688488331,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0
113890,02,Anne-Frank-Schule,Städt. Gem. Grundschule,,"Köln, GG Anne-Frank-Schule",3,50997,Köln,Adlerstr. 13,02233,9944550,02233,2676,113890@schule.nrw.de,https://www.anne-frank-gs.de,1,10182,05315000,1,01.08.1973,EPSG:25832,356763,5638066,,50.876499,6.964016,Grundschule,Öffentlich,Köln,Anne-Frank-Schule Städt. Gem. Grundschule,022339944550,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0
113906,02,EMAnuel-Schule,Städt. Evangelische Grundschule,Primarstufe,"Köln, EG EMAnuel-Schule",3,50999,Köln,Sürther Str. 201,0221,99225960,0221,992259615,113906@schule.nrw.de,http://www.ema-schule-koeln.de,1,10182,05315000,1,01.08.1973,EPSG:25832,359603,5637375,,50.870986,7.004623,Grundschule,Öffentlich,Köln,EMAnuel-Schule Städt. Evangelische Grundschule Primarstufe,022199225960,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0
113918,02,Brüder-Grimm-Schule,Städt. Gem. Grundschule,,"Köln, GG Brüder-Grimm",3,50999,Köln,Sürther Hauptstr. 149,02236,336630,02236,63899,113918@schule.nrw.de,http://www.brueder-grimm-suerth.de/,1,10182,05315000,1,01.08.1973,EPSG:25832,360226,5636782,,50.865808,7.013698,Grundschule,Öffentlich,Köln,Brüder-Grimm-Schule Städt. Gem. Grundschule,02236336630,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0
113920,02,Städt. Gem. Grundschule,Godorfer Hauptstr.,,"Köln, GG Godorfer Hauptstr.",3,50997,Köln,Godorfer Hauptstr. 73,02236,8786470,02236,87864710,113920@schule.nrw.de,https://www.ggs-godorfer-hauptstrasse.de/,1,10182,05315000,1,01.08.1973,EPSG:25832,357476,5634988,,50.849013,6.975343,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Godorfer Hauptstr.,022368786470,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0
113943,02,Stadt Köln,Grundschulverbund Schule IM Süden,- Primarstufe -,"Köln, GG (Verb.) Schule IM Süden",3,50997,Köln,Kettelerstr. 14,02232,503180,02232,5031822,113943@schule.nrw.de,http://ggs-im-süden.de,1,10182,05315000,1,01.08.1973,EPSG:25832,354419,5636236,,50.859468,6.931449,Grundschule,Öffentlich,Köln,Stadt Köln Grundschulverbund Schule IM Süden - Primarstufe -,02232503180,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0
113955,02,Grüngürtelschule,Städt. Kath. Grundschule,,"Köln, KG Grüngürtelschule",3,50996,Köln,Mainstr. 75,0221,992259722,0221,992259725,113955@schule.nrw.de,http://www.gruenguertelschule.de,1,10182,05315000,1,01.08.1973,EPSG:25832,359503,5638770,,50.883499,7.002666,Grundschule,Öffentlich,Köln,Grüngürtelschule Städt. Kath. Grundschule,0221992259722,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0
114108,02,Konrad-Adenauer-Schule,Städt. Gem. Grundschule,,"Köln, GG Konrad-Adenauer",3,50765,Köln,Martinusstr. 28,0221,71661070,0221,716610718,114108@schule.nrw.de,https://www.ggs-martinusstr.de/,1,10182,05315000,1,01.08.1973,EPSG:25832,349410,5653166,,51.010323,6.853333,Grundschule,Öffentlich,Köln,Konrad-Adenauer-Schule Städt. Gem. Grundschule,022171661070,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0
114110,02,Erich-Ohser-Schule,Städt. Gem. Grundschule,- Primarstufe -,"Köln, GG Erich-Ohser-Schule",3,50767,Köln,Schulstr. 16,0221,33730030,0221,337300311,114110@schule.nrw.de,http://www.erich-ohser-schule.de,1,10182,05315000,1,01.08.1973,EPSG:25832,350672,5651619,,50.99675,6.871946,Grundschule,Öffentlich,Köln,Erich-Ohser-Schule Städt. Gem. Grundschule - Primarstufe -,022133730030,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0
114765,02,Städt. Gem. Grundschule,Adolph-Kolping-Str.,,"Köln, GG Adolph-Kolping-Straße",3,51147,Köln,Adolph-Kolping-Str. 41,02203,8930030,02203,89300329,114765@schule.nrw.de,http://www.ggs-wahn.de,1,10182,05315000,1,01.08.1973,EPSG:25832,365586,5635917,,50.859304,7.09014,Grundschule,Öffentlich,Köln,Städt. Gem. Grundschule Adolph-Kolping-Str.,022038930030,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0
