schulnummer,schulname,school_type,schulkategorie,schulform_raw,klassenstufe,strasse,plz,ort,stadt,bundesland,ortsteil,latitude,longitude,telefon,fax,email,website,traegerschaft,traeger_name,form_der_privatschule,schulleitung,stv_schulleitung,schueler_gesamt,klassenzahl,unterrichtszeit,unterrichtszeit_erlaeuterung,profile,sonstige_profile,foerderschwerpunkt,unterrichtssprache,fruehe_fremdsprache,erste_fremdsprache,zweite_fremdsprache,dritte_fremdsprache,sprachen,art_des_angebots,ganztagsform,besonderheiten,besonderheiten_erlaeuterung,auszeichnungen,foerderverein,schulbibliothek,namensgebung,berufsbereiche,ausbildungsberufe,schulform_bemerkung,ndh_count,sw_portal_url,sw_portal_slug,data_source,data_retrieved,traffic_accidents_total,traffic_accidents_per_year,traffic_accidents_fatal,traffic_accidents_serious,traffic_accidents_minor,traffic_accidents_bicycle,traffic_accidents_pedestrian,traffic_accidents_school_hours,traffic_nearest_accident_m,traffic_data_years,traffic_data_source,transit_rail_01_name,transit_rail_01_distance_m,transit_rail_01_latitude,transit_rail_01_longitude,transit_rail_01_lines,transit_rail_02_name,transit_rail_02_distance_m,transit_rail_02_latitude,transit_rail_02_longitude,transit_rail_02_lines,transit_rail_03_name,transit_rail_03_distance_m,transit_rail_03_latitude,transit_rail_03_longitude,transit_rail_03_lines,transit_tram_01_name,transit_tram_01_distance_m,transit_tram_01_latitude,transit_tram_01_longitude,transit_tram_01_lines,transit_tram_02_name,transit_tram_02_distance_m,transit_tram_02_latitude,transit_tram_02_longitude,transit_tram_02_lines,transit_tram_03_name,transit_tram_03_distance_m,transit_tram_03_latitude,transit_tram_03_longitude,transit_tram_03_lines,transit_bus_01_name,transit_bus_01_distance_m,transit_bus_01_latitude,transit_bus_01_longitude,transit_bus_01_lines,transit_bus_02_name,transit_bus_02_distance_m,transit_bus_02_latitude,transit_bus_02_longitude,transit_bus_02_lines,transit_bus_03_name,transit_bus_03_distance_m,transit_bus_03_latitude,transit_bus_03_longitude,transit_bus_03_lines,transit_stops_500m,transit_stop_count_1000m,transit_all_lines_1000m,transit_accessibility_score,crime_stadt,crime_bezirk,crime_bezirk_population,crime_bezirk_index,crime_haeufigkeitszahl_2023,crime_aufklaerungsquote_2023,crime_straftaten_2023,crime_strassenraub_2023,crime_koerperverletzung_2023,crime_diebstahl_fahrrad_2023,crime_wohnungseinbruch_2023,crime_straftaten_2023_rate_per_100k,crime_strassenraub_2023_rate_per_100k,crime_koerperverletzung_2023_rate_per_100k,crime_diebstahl_fahrrad_2023_rate_per_100k,crime_wohnungseinbruch_2023_rate_per_100k,crime_data_source
,Rackow-Schule Frankfurt,Realschule,weiterfuehrende-allgemeinbildende-schulen,"Realschule, Gymnasium, Berufliches Gymnasium, Fachoberschule, Weiterführende allgemeinbildende Schule",5-13,Eckenheimer Landstraße 303,60320,Frankfurt am Main,Frankfurt am Main,Hessen,Dornbusch,50.1391219,8.6843858,+49 69 552754,+49 69 557763,schulplatz@rackow-frankfurt.de,http://www.rackow-schulen.de,Private Träger,Kolping Bildungswerke,Staatlich anerkannte Ersatzschule,Michael Damm,Manuel Bromkamp (Sekundarstufe 1),570.0,28.0,"8:15-15:30 Uhr, AG Angebot ab 15:45-17:15",,,,,Deutsch,,"Englisch, Weitere Sprachangebote, Französisch, Spanisch, Sonstige Angebote",,,"Englisch, Weitere Sprachangebote, Französisch, Spanisch, Sonstige Angebote",,,,,,Freunde und Förderer der Rackow-Schulen Frankfurt e.V.,,"Professor August Rackow, Gründer der ersten Rackow-Schule in Berlin","Gesundheit, Sozialwesen, Wirtschaft",,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/rackow-schule-frankfurt,rackow-schule-frankfurt,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Hauptfriedhof,312.0,50.1363189,8.6843154,,Marbachweg/Sozialzentrum,342.0,50.1421988,8.6844969,,Feuerwehrstraße,750.0,50.1438815,8.6918498,,Schwabstraße,630.0,50.1446265,8.682291,,Wasserpark,945.0,50.1361865,8.6968218,,Friedberger Warte,989.0,50.1393738,8.69826,,Neuer Jüdischer Friedhof,35.0,50.1394316,8.6844932,,Hauptfriedhof,171.0,50.1376127,8.6848561,,Marbachweg/Sozialzentrum,323.0,50.1420265,8.6842396,,18,69,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Robert-Koch-Schule,Realschule,weiterfuehrende-allgemeinbildende-schulen,"Realschule, Weiterführende allgemeinbildende Schule",5-10,Luciusstraße 2,65929,Frankfurt am Main,Frankfurt am Main,Hessen,Höchst,50.0981,8.54268,+49 69 212 45567,+49 69 212 45805,poststelle.robert-koch-schule@stadt-frankfurt.de,http://www.robert-koch-schule-frankfurt.de,Stadt Frankfurt am Main,,,Harald Kern,Ariane Prostka-Norden,587.0,20.0,07:50 bis 13:05 Uhr / Sport für die Klassen 10 in der Zeit von 13:30 - 16:30 Uhr,,,,,Deutsch,,Englisch,"Französisch, Herkunftssprachlicher Unterricht, Türkisch",,"Englisch, Französisch, Herkunftssprachlicher Unterricht, Türkisch",,,"Angebote zur beruflichen Orientierung, Förderung der Deutschkenntnisse, Gewaltprävention, Hausaufgabenhilfe/-betreuung, Kooperationspartner, Pausenverkauf",,,,,"Robert Koch (1843-1910), Bakteriologe",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/robert-koch-schule,robert-koch-schule,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Frankfurt-Höchst,518.0,50.1027438,8.5420871,,Frankfurt-Höchst Farbwerke,1017.0,50.098506,8.5284327,,Unterliederbach,1517.0,50.1079758,8.5279993,,Bolongaropalast,827.0,50.1017019,8.5528179,,Zuckschwerdtstraße,895.0,50.103061,8.5525659,,Tillystraße,1308.0,50.1014311,8.5602646,,Brüningstraße,83.0,50.0974831,8.542034,,Leverkuser Straße,193.0,50.0981711,8.5453869,,Ludwigshafener Straße,212.0,50.0998469,8.5414995,,25,63,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Schillerschule,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",5-13,Morgensternstraße 3,60596,Frankfurt am Main,Frankfurt am Main,Hessen,Sachsenhausen,50.1018,8.67766,+49 69 212 33058,+49 69 212 40563,poststelle.schillerschule@stadt-frankfurt.de,http://www.schillerschule.de,Stadt Frankfurt am Main,,,Michael Haas,Beatrix Weirich,1224.0,52.0,07:45 bis 17:55,,"Schwerpunkt Sprachen, Schwerpunkt Informatik, Schwerpunkt Musik, Schwerpunkt Kunst, Schwerpunkt Naturwissenschaften",,,,,Englisch,"Französisch, Latein",Spanisch,"Englisch, Französisch, Latein, Spanisch",Ganztagsangebote,Schule mit Ganztagsangeboten - Profil 1,"Angebote zur beruflichen Orientierung, Ganztägig arbeitende Schule, Gewaltprävention, Hausaufgabenhilfe/-betreuung, Kooperationspartner, Mittagessen, Schülerzeitung",,"""Schule mit besonderer musikalischer Förderung""","""Förderverein der Schillerschule""; Ansprechpartner/in: Herr Buxbaum",Schüleraustausch,"Friedrich Schiller (1759-1805), Dichter",,,Gym 9,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/schillerschule,schillerschule,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Schweizer Platz,184.0,50.1024094,8.6800572,,Gartenstraße Museumsufer,204.0,50.1031575,8.6795856,,Frankfurt (Main) Süd,674.0,50.099356,8.6863016,,Otto-Hahn-Platz,143.0,50.1018267,8.6756495,,Schweizer-/Gartenstraße,197.0,50.1032305,8.6792986,,Schwanthalerstraße,263.0,50.1011645,8.681209,,Schweizer-/Gartenstraße,187.0,50.1031509,8.6792291,,Otto-Hahn-Platz,234.0,50.1010811,8.6745711,,Schwanthalerstraße,258.0,50.1011486,8.6811371,,30,188,"N16, N8",50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Schule am Mainbogen,Integrierte Gesamtschule (IGS),weiterfuehrende-allgemeinbildende-schulen,"Integrierte Gesamtschule (IGS), Weiterführende allgemeinbildende Schule",5-10,Fachfeldstraße 34,60386,Frankfurt am Main,Frankfurt am Main,Hessen,Fechenheim,50.1219,8.75743,+49 69 212 48994,+49 69 212 49110,poststelle.schule-am-mainbogen@stadt-frankfurt.de,http://www.schule-am-mainbogen.de,Stadt Frankfurt am Main,,,Dennis Rahmann,,540.0,29.0,"siehe ""Erläuterung zu der Unterrichtszeit""",,"Schwerpunkt Naturwissenschaften, Schwerpunkt Neue Technologien",,,Deutsch,,Englisch,"Französisch, Spanisch","Französisch, Spanisch, Herkunftssprachlicher Unterricht, Arabisch, Türkisch","Englisch, Französisch, Spanisch, Französisch, Spanisch, Herkunftssprachlicher Unterricht, Arabisch, Türkisch",Ganztagsangebote,Schule mit Ganztagsangeboten - Profil 1,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Besondere Leseförderung, Förderung der Deutschkenntnisse, Ganztagsangebote, Gewaltprävention, Hausaufgabenhilfe/-betreuung, Kooperationspartner, Mittagessen, Pausenverkauf",,„Umweltschule“; Gütesiegel: Berufs- und Studienorientierung,"""Förderverein der Gesamtschule Fechenheim"", Ansprechpartner/in: Christine Georg, Markus Kunkel",,,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/schule-am-mainbogen,schule-am-mainbogen,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Frankfurt-Mainkur,1573.0,50.1345505,8.767312,,Marktplatz,1733.0,50.1065544,8.7616672,,Gwinnerstraße,1745.0,50.1336289,8.7411615,,Hugo-Junkers-Straße/Schleife,528.0,50.1261516,8.7541414,,Hugo-Junkers-Straße,642.0,50.1270333,8.7533116,,Cassellastraße,854.0,50.1294995,8.7591318,,Adam-Opel-Straße,247.0,50.1237378,8.7554888,,Robert-Bosch-Straße,285.0,50.1197514,8.7552516,,Siemens-Werk,396.0,50.1183599,8.7580763,,20,83,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Schule am Ried,Kooperative Gesamtschule (KGS),weiterfuehrende-allgemeinbildende-schulen,"Kooperative Gesamtschule (KGS), Gymnasiale Oberstufe, Weiterführende allgemeinbildende Schule",5-13,Barbarossastraße 65,60388,Frankfurt am Main,Frankfurt am Main,Hessen,Bergen-Enkheim,50.1473,8.76252,+49 69 212 41256,+49 69 212 47538,poststelle.schule-am-ried@stadt-frankfurt.de,http://www.schule-am-ried.de,Stadt Frankfurt am Main,,,Dr. Elke Schmidt,Thomas Müller-Wilms,1400.0,59.0,"siehe ""Erläuterung zu der Unterrichtszeit""",,"Schwerpunkt Musik, Schwerpunkt Naturwissenschaften, Schwerpunkt Sport",,,Deutsch,,Englisch,"Französisch, Latein","Italienisch, Spanisch","Englisch, Französisch, Latein, Italienisch, Spanisch",Ganztagsangebote,Schule mit Ganztagsangeboten - Profil 2,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Förderung der Deutschkenntnisse, Ganztagsangebote, Gewaltprävention, Hausaufgabenhilfe/-betreuung, Jugendhilfeangebot, Kooperationspartner, Mittagessen",,"Umweltschule, MINT-EC-Schule, Schule mit Schwerpunkt Musik","""Verein der Freunde und Förderer der Schule am Ried""",Von der Stadtbücherei aufgebaut und organisiert.,Benannt nach ihrer Lage im Stadtteil,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/schule-am-ried,schule-am-ried,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Enkheim,818.0,50.1425306,8.7537714,,Hessen-Center,1219.0,50.140506,8.7490937,,Frankfurt-Mainkur,1458.0,50.1345505,8.767312,,Mainkur Bahnhof,1658.0,50.1325886,8.7663491,,Cassellastraße,1932.0,50.1299857,8.7603332,,Alt-Fechenheim,2126.0,50.1284774,8.7677262,,Riedschule,47.0,50.147276,8.7631845,,Barbarossastraße/Riedschule,127.0,50.1464846,8.7612802,,Rangenbergstraße/Riedschule,264.0,50.149133,8.7601695,,10,46,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Stadtgymnasium Frankfurt,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",,Elisabeth-Norgall-Straße 1,60487,Frankfurt am Main,Frankfurt am Main,Hessen,Bockenheim,50.1255059,8.6297126,,,,https://stadtgymnasium-frankfurt.de/,Stadt Frankfurt am Main,,,Torsten Schulz,Julius Degünther,180.0,,,,,,,,,Englisch,"Spanisch, Latein, Französisch, Bilingual, Englisch",,"Englisch, Spanisch, Latein, Französisch, Bilingual, Englisch",,Schule mit Ganztagsangeboten - Profil 2,,,,,Von der Stadtbücherei aufgebaut und organisiert.,,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/stadtgymnasium-frankfurt,stadtgymnasium-frankfurt,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Industriehof,343.0,50.1285885,8.6298175,,Fischstein,537.0,50.1293756,8.6251947,,Kirchplatz,545.0,50.1252224,8.6373458,,An der Dammheide,921.0,50.11727,8.6310384,,Juliusstraße,1231.0,50.1254101,8.6469765,,Kuhwaldstraße,1231.0,50.116895,8.6405756,,Brigitte-Frauendorf-Straße,338.0,50.1228605,8.6320441,,Industriehof,355.0,50.1286915,8.6293946,,Schönhof,386.0,50.1244925,8.6348904,,17,60,"32, 36, 73",50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Toni-Sender-Oberstufe,Gymnasiale Oberstufe,weiterfuehrende-allgemeinbildende-schulen,"Gymnasiale Oberstufe, Weiterführende allgemeinbildende Schule",11-13,Voltastraße 1a,60486,Frankfurt am Main,Frankfurt am Main,Hessen,Bockenheim,50.1165541,8.6415209,+49 69 212 44355,,poststelle.toni-sender-oberstufe@stadt-frankfurt.de,https://tso-ffm.de,Stadt Frankfurt am Main,,,Marcus Bohnenberger,Inga Perrey,480.0,20.0,07:50 bis 17:45 Uhr,,,,,Deutsch,,"Englisch, Französisch","Englisch, Französisch, Latein, Spanisch, Weitere Sprachangebote, Spanisch, Polnisch",,"Englisch, Französisch, Englisch, Französisch, Latein, Spanisch, Weitere Sprachangebote, Spanisch, Polnisch",,,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Förderung der Deutschkenntnisse, Schüleraustausch",,,Förderverein der Toni-Sender-Oberstufe e.V.,Von der Stadtbücherei aufgebaut und organisiert.,,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/neue-gymnasiale-oberstufe,neue-gymnasiale-oberstufe,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Frankfurt (Main) West,367.0,50.1194076,8.638936,,Frankfurt am Main Messe,531.0,50.1119428,8.6434702,,Leipziger Straße,733.0,50.1226251,8.6455438,,Kuhwaldstraße,64.0,50.1168601,8.6407676,,Nauheimer Straße,170.0,50.1168593,8.6438539,,Adalbert-/Schloßstraße,302.0,50.1186146,8.6442837,,Emser Straße,280.0,50.1140481,8.6419399,,Westbahnhof,284.0,50.1190092,8.640436,,Adalbert-/Schloßstraße,331.0,50.1194261,8.6427402,,37,108,"32, 36, 73",70.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Walter-Kolb-Schule,Haupt- und Realschule,weiterfuehrende-allgemeinbildende-schulen,"Haupt- und Realschule, Weiterführende allgemeinbildende Schule",1-10,Sossenheimer Weg 50-54,65929,Frankfurt am Main,Frankfurt am Main,Hessen,Unterliederbach,50.1133,8.54343,+49 69 212 45478,,sekretariat@walter-kolb-schule.de,https://walter-kolb-schule.de/,Stadt Frankfurt am Main,,,Sabine Fischer,Marika Just,800.0,35.0,08:00 bis 17:00 Uhr,,"Schwerpunkt Naturwissenschaften, Schwerpunkt Neue Technologien",,,Deutsch,Englisch,Englisch,"Französisch, Spanisch, Herkunftssprachlicher Unterricht, Italienisch, Kroatisch, Türkisch",,"Englisch, Englisch, Französisch, Spanisch, Herkunftssprachlicher Unterricht, Italienisch, Kroatisch, Türkisch",,Schule mit Frühbetreuung,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Besondere Leseförderung, Förderung der Deutschkenntnisse, Ganztagsangebote, Gewaltprävention, Jugendhilfeangebot, Kooperationspartner, Mittagessen, Pausenverkauf",,,"""Freunde der Walter-Kolb-Schule Ulb e.V."", Ansprechpartner/in: Alexander Emrich",Schülerzeitung,"Walter Kolb (1902-1956), erster gewählter Frankfurter Oberbürgermeister nach 1945",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/walter-kolb-schule,walter-kolb-schule,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Sossenheim,748.0,50.1149359,8.5536044,,Frankfurt-Höchst,1178.0,50.1027438,8.5420871,,Unterliederbach,1250.0,50.1079758,8.5279993,,Zuckschwerdtstraße,1309.0,50.1031171,8.5526441,,Bolongaropalast,1453.0,50.1017019,8.5528179,,Tillystraße,1779.0,50.1014862,8.5602552,,Walter-Kolb-Schule,37.0,50.1136334,8.5434419,,Alemannenweg,209.0,50.1137193,8.540569,,Euckenstraße,340.0,50.1111278,8.5400719,,31,82,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Wilhelm-Merton-Schule,Berufliche Schule,weiterfuehrende-allgemeinbildende-schulen,"Berufliche Schule, Abendhaupt- und Abendrealschule, InteA, Weiterführende allgemeinbildende Schule, Fachschule für Betriebswirtschaft",,Andreaestraße 24,60385,Frankfurt am Main,Frankfurt am Main,Hessen,,50.142,8.66371,+49 69 212 46810,+49 69 212 46809,poststelle.wilhelm-merton-schule@stadt-frankfurt.de,http://www.wilhelm-merton-schule.de,Stadt Frankfurt am Main,,,Corina Lucke,Verena Ebert,1600.0,80.0,,,,,,Deutsch,,Englisch,,,Englisch,,,"Kooperationspartner, Pausenverkauf",,,,,"Wilhelm Merton (1848 - 1916): Unternehmer, Sozialpolitiker, Mäzen","Wirtschaft und Verwaltung, Ernährung und Hauswirtschaft","Kaufmann/Kauffrau für Büromanagement, Sport- und Fitnesskaufmann/-frau, Sportfachmann/-frau",Fachschule für Betriebswirtschaft,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/wilhelm-merton-schule,wilhelm-merton-schule,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Fritz-Tarnow-Straße,367.0,50.1427704,8.6687232,,Am Dornbusch 2-14,588.0,50.1386738,8.6701247,,Am Dornbusch 9-1,599.0,50.1384803,8.6700751,,Ginnheim Mitte,1233.0,50.1402029,8.6466334,,Schwabstraße,1356.0,50.1446265,8.682291,,Markus-Krankenhaus,1409.0,50.1366419,8.6457914,,Paquetstraße,238.0,50.1408767,8.6608743,,Fritz-Tarnow-Straße,345.0,50.1425521,8.6684768,,Fallerslebenstraße,364.0,50.1387638,8.6644593,,13,93,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Wöhlerschule,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",5-13,Mierendorffstraße 6,60320,Frankfurt am Main,Frankfurt am Main,Hessen,Dornbusch,50.1414,8.67419,+49 69 212 35333,+49 69 212 32057,poststelle.woehlerschule@stadt-frankfurt.de,http://www.woehlerschule.de,Stadt Frankfurt am Main,,,Maria Benning,Dr. Gesa Köhl,1340.0,32.0,08:00 bis 18:00 Uhr,,"Schwerpunkt Naturwissenschaften, Schwerpunkt Neue Technologien, Schwerpunkt Musik, Umweltschule",,,Deutsch,,Englisch,"Französisch, Latein","Spanisch, Weitere Sprachangebote, Chinesisch, Spanisch","Englisch, Französisch, Latein, Spanisch, Weitere Sprachangebote, Chinesisch, Spanisch",Ganztagsangebote,Schule mit Ganztagsangeboten - Profil 2,"AGs am Nachmittag, Ganztägig arbeitende Schule, Hausaufgabenhilfe/-betreuung, Kooperationspartner, Mittagessen, Pausenverkauf, Schüleraustausch, Schülerzeitung",,"Prädikat: Schwerpunkt Musik, MINT-EC-Schule, UNESCO-Projektschule, Umweltschule","""Gesellschaft der Freunde und Förderer der Wöhlerschule"", Ansprechpartner/in: Frau Bergmann (Vorsitzende)",Schulzeitung,"August Anton Wöhler (1771-1850), Mitbegründer der Polytechnischen Gesellschaft Frankfurt",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/woehlerschule,woehlerschule,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Marbachweg 364-356,369.0,50.1389427,8.6707032,,Marbachweg 365-331,398.0,50.1386158,8.6706792,,Fritz-Tarnow-Straße,418.0,50.1427704,8.6687232,,Schwabstraße,680.0,50.1446265,8.682291,,Wasserpark,1714.0,50.1361865,8.6968218,,Friedberger Warte,1730.0,50.1393738,8.69826,,Kaiser-Sigmund-Straße,262.0,50.1406992,8.6776992,,Dornbusch,327.0,50.1390299,8.67148,,Fritz-Tarnow-Straße,404.0,50.142783,8.668943,,23,83,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Alois-Eckert-Schule,Förderschule,foerderschulen,Förderschule,1-9,Eschenheimer Anlage 20a,60318,Frankfurt am Main,Frankfurt am Main,Hessen,Nordend,50.1197183,8.6846519,+49 69 5962716,+49 69 59790150,alois-eckert-schule@jj-ev.de,,Private Träger,Jugendberatung und Jugendhilfe e. V.,Staatlich anerkannte Ersatzschule,Philipp Schultze,,40.0,,,,"Schwerpunkt Kunst, Schwerpunkt Musik",,,Deutsch,,,,,,,,,,,,,,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/foerderschulen/alois-eckert-schule,alois-eckert-schule,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Musterschule,282.0,50.12205,8.6862198,,Oeder Weg 1-25,419.0,50.1180564,8.6793792,,"U-Bahn (50.1178,8.6796)",420.0,50.1177706,8.6795975,,Hessendenkmal,336.0,50.1186272,8.6890393,,Friedberger Platz,610.0,50.1229292,8.6915958,,Konstablerwache,625.0,50.114492,8.6878891,,Unterweg,50.0,50.119285,8.6844798,,Musterschule,182.0,50.1210734,8.6860912,,Scheffeleck,200.0,50.1196171,8.68745,,40,171,"36, n72",50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Berthold-Simonsohn-Schule,Förderschule,foerderschulen,Förderschule,,Stresemannallee 13,60596,Frankfurt am Main,Frankfurt am Main,Hessen,Sachsenhausen,50.0997,8.60645,+49 69 212 39407,+49 69 212 39093,Poststelle.Berthold-Simonsohn-Schule@stadt-frankfurt.de,https://berthold-simonsohn-schule.de,Stadt Frankfurt am Main,,,Jan Kofranek,Roswitha Bonacker,25.0,3.0,8:00-15:30,,,,,Deutsch,,,,,,,,Gewaltprävention,,,"Förderverein des Zentrums für Erziehungshilfe und der Berthold-Simonsohn-Schule, Frankfurt am Main",,"Prof. Dr. Berthold Simonsohn (1912 - 1978), Jurist, Sozialpädagoge",,,Regionales Beratungs- und Förderzentrum,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/foerderschulen/berthold-simonsohn-schule-zentrum-fuer-erziehungshilfe,berthold-simonsohn-schule-zentrum-fuer-erziehungshilfe,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Griesheim,596.0,50.094362,8.6056814,,Nied,2516.0,50.1023216,8.5714188,,Frankfurt (Main) Galluswarte,2759.0,50.1043873,8.6444435,,Waldschulstraße,164.0,50.1002386,8.6043118,,Linnegraben,694.0,50.1001906,8.5967462,,Mönchhofstraße,821.0,50.1005288,8.6178891,,Waldschulstraße,150.0,50.1001115,8.6044529,,Platanenstraße,210.0,50.09781,8.6063392,,Bingelsweg,267.0,50.1009557,8.6032525,,30,80,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Bildungszentrum Hermann Hesse,Förderschule,foerderschulen,"Förderschule, Gymnasiale Oberstufe",,Hainer Weg 98,60599,Frankfurt am Main,Frankfurt am Main,Hessen,Sachsenhausen,50.0966441,8.6943686,+49 69 6809090,+49 69 68090922,bzh-jj@jj-ev.de,https://bzh.jj-ev.de/,Private Träger,Jugendberatung und Jugendhilfe e. V. (JJ),staatlich anerkannte private Förderschule mit gymnasialer Oberstufe,Jan Große,,110.0,8.0,08:30 bis 12:55 Uhr; 13:30 bis 16:40 Uhr,,,,,,,Englisch,Französisch,,"Englisch, Französisch",,,,,,,,"Hermann Hesse (1877-1962), Autor",,,"Schule für Menschen zwischen 15 und 35 Jahren mit einer Sucht- oder anderen, psychischen Erkrankung;",,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/foerderschulen/bildungszentrum-hermann-hesse,bildungszentrum-hermann-hesse,Frankfurt Schulwegweiser,2026-04-06,262,87.3,1,21,240,112,64,106,23,"2024,2023,2022",Unfallatlas,Südbahnhof,524.0,50.0988635,8.687881,,Lokalbahnhof,629.0,50.1022138,8.6928445,,Frankfurt (Main) Süd,650.0,50.099356,8.6863016,,Mühlberg,698.0,50.1019365,8.6996335,,Südbahnhof,712.0,50.0999534,8.6858249,,Lokalbahnhof,723.0,50.1030098,8.692278,,Henninger-Turm,159.0,50.0979892,8.6936058,,Henninger Turm,160.0,50.0979817,8.6935457,,Wertheimer Straße,179.0,50.0954641,8.6960684,,33,160,"30, 36, 653, OF-50, n7",50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
