schulnummer,schulname,school_type,schulkategorie,schulform_raw,klassenstufe,strasse,plz,ort,stadt,bundesland,ortsteil,latitude,longitude,telefon,fax,email,website,traegerschaft,traeger_name,form_der_privatschule,schulleitung,stv_schulleitung,schueler_gesamt,klassenzahl,unterrichtszeit,unterrichtszeit_erlaeuterung,profile,sonstige_profile,foerderschwerpunkt,unterrichtssprache,fruehe_fremdsprache,erste_fremdsprache,zweite_fremdsprache,dritte_fremdsprache,sprachen,art_des_angebots,ganztagsform,besonderheiten,besonderheiten_erlaeuterung,auszeichnungen,foerderverein,schulbibliothek,namensgebung,berufsbereiche,ausbildungsberufe,schulform_bemerkung,ndh_count,sw_portal_url,sw_portal_slug,data_source,data_retrieved,traffic_accidents_total,traffic_accidents_per_year,traffic_accidents_fatal,traffic_accidents_serious,traffic_accidents_minor,traffic_accidents_bicycle,traffic_accidents_pedestrian,traffic_accidents_school_hours,traffic_nearest_accident_m,traffic_data_years,traffic_data_source,transit_rail_01_name,transit_rail_01_distance_m,transit_rail_01_latitude,transit_rail_01_longitude,transit_rail_01_lines,transit_rail_02_name,transit_rail_02_distance_m,transit_rail_02_latitude,transit_rail_02_longitude,transit_rail_02_lines,transit_rail_03_name,transit_rail_03_distance_m,transit_rail_03_latitude,transit_rail_03_longitude,transit_rail_03_lines,transit_tram_01_name,transit_tram_01_distance_m,transit_tram_01_latitude,transit_tram_01_longitude,transit_tram_01_lines,transit_tram_02_name,transit_tram_02_distance_m,transit_tram_02_latitude,transit_tram_02_longitude,transit_tram_02_lines,transit_tram_03_name,transit_tram_03_distance_m,transit_tram_03_latitude,transit_tram_03_longitude,transit_tram_03_lines,transit_bus_01_name,transit_bus_01_distance_m,transit_bus_01_latitude,transit_bus_01_longitude,transit_bus_01_lines,transit_bus_02_name,transit_bus_02_distance_m,transit_bus_02_latitude,transit_bus_02_longitude,transit_bus_02_lines,transit_bus_03_name,transit_bus_03_distance_m,transit_bus_03_latitude,transit_bus_03_longitude,transit_bus_03_lines,transit_stops_500m,transit_stop_count_1000m,transit_all_lines_1000m,transit_accessibility_score,crime_stadt,crime_bezirk,crime_bezirk_population,crime_bezirk_index,crime_haeufigkeitszahl_2023,crime_aufklaerungsquote_2023,crime_straftaten_2023,crime_strassenraub_2023,crime_koerperverletzung_2023,crime_diebstahl_fahrrad_2023,crime_wohnungseinbruch_2023,crime_straftaten_2023_rate_per_100k,crime_strassenraub_2023_rate_per_100k,crime_koerperverletzung_2023_rate_per_100k,crime_diebstahl_fahrrad_2023_rate_per_100k,crime_wohnungseinbruch_2023_rate_per_100k,crime_data_source
,Margarete-Steiff-Schule,Grundschule,grundschulen,"Grundschule, Förderschule",1-4,Platenstraße 75,60431,Frankfurt am Main,Frankfurt am Main,Hessen,Ginnheim,50.1609,8.62134,+49 69 47884680,,info@m-steiff-schule.de,www.m-steiff-schule.de,Private Träger,"Evangelischer Regionalverband Frankfurt und Offenbach, Evangelische Französisch-reformierte Gemeinde",Staatlich genehmigte Ersatzschule,Frau Sehnert,,168.0,8.0,08:30 bis 14:15 Uhr,,,,,Deutsch,Englisch,,,,Englisch,Ganztagsangebote,,"AGs am Nachmittag, Ganztägig arbeitende Schule, Mittagessen",,,,,,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/margarete-steiff-schule,margarete-steiff-schule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Wiesenau,896.0,50.1668742,8.6297836,,Niederursel,929.0,50.1692038,8.6227387,,Nordwestzentrum,959.0,50.1581352,8.634094,,Ginnheim Mitte,2923.0,50.1402029,8.6466334,,Markus-Krankenhaus,3210.0,50.1366388,8.6457564,,Frauenfriedenskirche,3990.0,50.1288186,8.646436,,Praunheimer Weg Mitte,82.0,50.1615175,8.6206996,,Gerhart-Hauptmann-Ring/Praunheimer Weg,136.0,50.160547,8.6195053,,Eduard-Bernstein-Weg,323.0,50.1638025,8.62142,,10,35,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Marie-Curie-Schule,Grundschule,grundschulen,Grundschule,1-4,Graf-von-Stauffenberg-Allee 55,60438,Frankfurt am Main,Frankfurt am Main,Hessen,Kalbach-Riedberg,50.1818,8.62449,+49 69 212 77303,+49 69 212 77345,Poststelle.marie-curie-schule@stadt-frankfurt.de,,Stadt Frankfurt am Main,,,Frau Matzen,Frau Häuber,461.0,15.0,08:30 bis 14:30 Uhr,,,,,Deutsch,Englisch,,,,Englisch,Ganztagsangebote,Schule mit Erweiterter Schulischer Betreuung,"Ganztagsangebote, Mittagessen",,,"""Freundeskreis der Marie-Curie-Schule"", Ansprechpartner/in: Frau Altun-Cseh",Erläuterungen der Angebote,"Marie Curie wurde am 07.11.1867 in Warschau geboren. Sie war eine polnisch-französische Physikerin und Chemikerin, und sie war zweifache Nobelpreisträgerin.",,,mit Pakt für den Nachmittag,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/marie-curie-schule,marie-curie-schule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Uni-Campus Riedberg,757.0,50.1754415,8.6282801,,Riedberg,812.0,50.1796692,8.6353987,,Niederursel,1406.0,50.1692038,8.6227387,,Ginnheim Mitte,4887.0,50.1402029,8.6466334,,Markus-Krankenhaus,5245.0,50.1366388,8.6457564,,Schwabstraße,5834.0,50.1446265,8.682291,,Johann-Beyer-Weg,83.0,50.1823486,8.6252769,,Paul-Apel-Straße,257.0,50.1840937,8.6240973,,Hans-Leistikow-Straße,348.0,50.1803695,8.6201421,,11,37,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Martin-Buber-Schule,Grundschule,grundschulen,Grundschule,1-4,Sachsenhäuser Landwehrweg 301,60598,Frankfurt am Main,Frankfurt am Main,Hessen,Sachsenhausen,50.0857,8.68108,+49 69 212 45486,+49 69 212 45480,poststelle.martin-buber-schule@stadt-frankfurt.de,http://www.martinbuberschule.de,Stadt Frankfurt am Main,,,Silja Hirsch,,260.0,12.0,"siehe"" Erläuterungen zu der Unterrichtszeit""",,Schwerpunkt Sprachen,,,Deutsch,"Englisch, Weitere Sprachangebote, Französisch",,,,"Englisch, Weitere Sprachangebote, Französisch",Ganztagsangebote,Schule mit Frühbetreuung,"AGs am Nachmittag, Besondere Leseförderung, Förderung der Deutschkenntnisse, Ganztagsangebote, Gewaltprävention, Kooperationspartner",,"""Umweltschule 2009""","""Freunde und Förderer der Martin-Buber-Schule e.V."", Ansprechpartner/in: Frau Baptist",,Martin Buber (1878-1965) Religionsphilosoph,,,mit angegliedertem Hort,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/martin-buber-schule,martin-buber-schule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Frankfurt-Louisa,790.0,50.0838234,8.6703942,,Stresemannallee,1193.0,50.0942383,8.6709594,,Südbahnhof,1494.0,50.098533,8.6873038,,Louisa Bahnhof,751.0,50.0839232,8.6709275,,Stresemannallee/Mörfelder Landstraße,774.0,50.0891617,8.6716603,,Beuthener Straße,790.0,50.091296,8.6742637,,Lerchesberg,279.0,50.0831904,8.6809289,,Lerchesbergring,297.0,50.0832675,8.6793631,,Gablonzer Straße,616.0,50.0846764,8.6725883,,8,52,"30, 36, 653, OF-50, n7",50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Meisterschule (Grundschule),Grundschule,grundschulen,"Grundschule, Hauptschule",1-9,Herbert-von-Meister-Straße 5,65931,Frankfurt am Main,Frankfurt am Main,Hessen,Sindlingen,50.0791537,8.5136796,+49 69 212 45523,+49 69 212 45518,poststelle.meisterschule@stadt-frankfurt.de,,Stadt Frankfurt am Main,,,Frau Felicitas Rathke,Rüdiger Angelstein,365.0,20.0,08:00 bis 16:00 Uhr,,"Schwerpunkt Musik, Schwerpunkt Kunst, Schwerpunkt Neue Technologien, Schwerpunkt Sport",,,Deutsch,Englisch,"Englisch, Herkunftssprachlicher Unterricht, Arabisch, Türkisch",,,"Englisch, Englisch, Herkunftssprachlicher Unterricht, Arabisch, Türkisch",Ganztagsangebote,Schule mit Frühbetreuung,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Besondere Leseförderung, Förderung der Deutschkenntnisse, Ganztagsangebote, Jugendhilfeangebot, Mittagessen, Pausenverkauf",,,,,"Dr. Herbert von Meister (1866-1919) Mitbegründer und Gönner der Schule, Chemiker",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/meisterschule,meisterschule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Frankfurt am Main Sindlingen,937.0,50.0875382,8.5123032,,Frankfurt-Zeilsheim,1335.0,50.0902826,8.5066433,,Hattersheim (Main),2120.0,50.0680551,8.4895321,,Bolongaropalast,3753.0,50.1017019,8.5528179,,Zuckschwerdtstraße,3842.0,50.103061,8.5525659,,Tillystraße,4145.0,50.1014311,8.5602646,,Allesinastraße,93.0,50.078318,8.5138116,,Friedhof Sindlingen,194.0,50.0797532,8.5111263,,Westenbergerstraße,229.0,50.079972,8.5166194,,16,38,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Merianschule,Grundschule,grundschulen,Grundschule,1-4,Burgstraße 21,60316,Frankfurt am Main,Frankfurt am Main,Hessen,Nordend,50.1238,8.69625,Sekretariat,+49 69 212 39851,poststelle.merianschule@stadt-frankfurt.de,https://www.merianschule-frankfurt.de/,Stadt Frankfurt am Main,,,Sandra Böttger,,289.0,14.0,"siehe ""Erläuterungen zu der Unterrichtszeit""",,"Schwerpunkt Musik, Schwerpunkt Kunst, Schwerpunkt Sport, Integrativer Unterricht",,,Deutsch,Englisch,,,,Englisch,Ganztagsangebote,Schule mit Frühbetreuung,"Ganztagsangebote, Jugendhilfeangebot, Mittagessen",,"Schule der Nachhaltigkeit, Umweltschule, Internet-ABC-Schule, Zertifikat Spielen macht Schule","Förderverein FELS (Förderverein Eltern, Lehrer, SchülerInnen)",Von der Stadtbücherei aufgebaut und organisiert. Tägliche Öffnungs- und Ausleihzeiten,Matthäus Merian (1593-1650) Kupferstecher,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/merianschule,merianschule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,"Berger Straße, Habsburgerallee",362.0,50.1227393,8.7010445,,Höhenstraße,372.0,50.1228696,8.7012626,,"Berger Straße, Merianplatz, Kantstraße, Mousonturm",377.0,50.1204126,8.6960549,,Friedberger Platz,323.0,50.1238054,8.691725,,Matthias-Beltz-Platz,433.0,50.1265694,8.691974,,Rothschildallee,469.0,50.127753,8.6939571,,Friedberger Platz,321.0,50.1238039,8.6917524,,Günthersburgallee,339.0,50.1267515,8.6974506,,Höhenstraße,371.0,50.1232403,8.7013777,,24,125,"32, 34, 36, 38, 43, OF-103, n4",50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Metropolitan School Frankfurt (Grundschule),Grundschule,grundschulen,"Grundschule, Integrierte Gesamtschule (IGS)",,Eschborner Landstraße 134,60489,Frankfurt am Main,Frankfurt am Main,Hessen,Rödelheim,50.1295,8.59543,+49 69 96864050,+49 69 968640520,office@m-school.de,http://www.m-school.de,Private Träger,Metropolitan School Frankfurt gGmbH,Staatlich anerkannte Ersatzschule,Peter Ferres,,675.0,19.0,08:30 bis 15:30 Uhr,,"Schwerpunkt Musik, Schwerpunkt Kunst, Schwerpunkt Neue Technologien, Schwerpunkt Sprachen",,,Bilingual Deutsch/Englisch,"Englisch, Weitere Sprachangebote, Französisch, Spanisch, Bilingual, Englisch",,,,"Englisch, Weitere Sprachangebote, Französisch, Spanisch, Bilingual, Englisch",Ganztagsangebote,,"AGs am Nachmittag, Ganztägig arbeitende Schule, Ganztagsangebote, Hausaufgabenhilfe/-betreuung, Mittagessen, Pausenverkauf",,,"""MSF Friends e.V.""",Schulzeitung,,,,Ergänzungsschule für Sek II,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/metropolitan-school-frankfurt,metropolitan-school-frankfurt,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Frankfurt-Rödelheim,978.0,50.1247899,8.6070103,,Eschborn Süd,1304.0,50.133625,8.5783053,,Stephan-Heise-Straße,1586.0,50.136283,8.6149963,,Rebstockbad,2439.0,50.1137127,8.6191804,,Leonardo-da-Vinci-Allee,2867.0,50.1134821,8.6269473,,An der Dammheide,2880.0,50.11727,8.6310384,,Graf-Vollrath-Weg,41.0,50.1291291,8.5954361,,Eschborner Landstraße West,285.0,50.1301358,8.5915629,,Wolf-Heidenheim-Straße,451.0,50.1278258,8.6011892,,11,43,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Michael-Ende-Schule (Grundschule),Grundschule,grundschulen,"Grundschule, Haupt- und Realschule",1-10,Niddagaustraße 29,60489,Frankfurt am Main,Frankfurt am Main,Hessen,Rödelheim,50.1284508,8.6112806,Haupt- und Realschule,+49 69 212 44408,poststelle.michael-ende-schule@stadt-frankfurt.de,http://www.michael-ende-schule.net,Stadt Frankfurt am Main,,,Stefan Franz,,675.0,33.0,"siehe ""Erläuterungen zu der Unterrichtszeit""",,"Schwerpunkt Kunst, Schwerpunkt Musik, Schwerpunkt Naturwissenschaften, Schwerpunkt Neue Technologien, Schwerpunkt Sport",,,Deutsch,Englisch,Englisch,"Französisch, Herkunftssprachlicher Unterricht, Italienisch, Türkisch",,"Englisch, Englisch, Französisch, Herkunftssprachlicher Unterricht, Italienisch, Türkisch",Ganztagsangebote,Schule mit Erweiterter Schulischer Betreuung,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Ganztagsangebote, Gewaltprävention, Jugendhilfeangebot, Hausaufgabenhilfe/-betreuung, Kooperationspartner, Mittagessen, Pausenverkauf",,,"""Verein der Freunde und Förderer der Michael-Ende-Schule e.V.""",,"Michael-Ende (1929-1995) Schriftsteller, Autor von Jim Knopf, Momo, Die unendliche Geschichte",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/michael-ende-schule,michael-ende-schule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Frankfurt-Rödelheim,508.0,50.1247899,8.6070103,,Hausener Weg,693.0,50.131425,8.6198226,,Stephan-Heise-Straße,910.0,50.136283,8.6149963,,Rebstockbad,1733.0,50.1137127,8.6191804,,An der Dammheide,1879.0,50.11727,8.6310384,,Leonardo-da-Vinci-Allee,2004.0,50.1134821,8.6269473,,Reifenberger Straße/Sozialzentrum,284.0,50.128212,8.6152413,,Lorscher Straße,357.0,50.1254654,8.6094223,,Radilostraße,371.0,50.1251239,8.6108326,,16,52,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Michael-Grzimek-Schule,Grundschule,grundschulen,Grundschule,1-4,An der Walkmühle 10,60437,Frankfurt am Main,Frankfurt am Main,Hessen,Nieder-Eschbach,50.2004,8.67141,+49 69 212 45544,+49 69 212 45550,poststelle.michael-grzimek-schule@stadt-frankfurt.de,http://michael-grzimek.frankfurt.schule.hessen.de,Stadt Frankfurt am Main,,,Andreas Krauß,Stefanie Seifert,373.0,17.0,08:30 bis 13:35 Uhr,,,,,,"Englisch, Herkunftssprachlicher Unterricht, Türkisch",,,,"Englisch, Herkunftssprachlicher Unterricht, Türkisch",,Schule mit Frühbetreuung,,,,"""Förderverein der Michael Grzimek-Schule e.V."", Ansprechpartner/in: Katharina Rakelbusch, foerderverein.mgs@googlemail.com",Ganztagsangebote,Michael Grzimek (1934-1959) Sohn des langjährigen Frankfurter Zoodirektors Dr. Bernhard Grzimek,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/michael-grzimek-schule,michael-grzimek-schule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Nieder-Eschbach,130.0,50.1994882,8.6702584,,Bonames Mitte,1706.0,50.1855563,8.665375,,Kalbach,2147.0,50.1830878,8.6580612,,Gravensteiner-Platz,5389.0,50.1551792,8.69864,,Alkmenestraße,5769.0,50.1518084,8.6997916,,Schwabstraße,6250.0,50.1446265,8.682291,,Michael-Grzimek-Schule,18.0,50.2005543,8.6713614,,Warteposition,104.0,50.2003867,8.669951,,Nieder-Eschbach (U),148.0,50.1991116,8.6708776,,34,37,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Minna-Specht-Schule,Grundschule,grundschulen,Grundschule,1-4,Lilo-Günzler-Straße 18,60529,Frankfurt am Main,Frankfurt am Main,Hessen,Schwanheim,50.0855,8.58649,+49 69 212 45563,+49 69 212 45556,poststelle.minna-specht-schule@stadt-frankfurt.de,https://minna-specht-schule.de/,Stadt Frankfurt am Main,,,Markus Witte,Marijana Laukant,260.0,13.0,08:00 bis 13:15 Uhr,,"Schwerpunkt Musik, Schwerpunkt Kunst, Schwerpunkt Neue Technologien",,,Deutsch,"Englisch, Herkunftssprachlicher Unterricht, Türkisch",,,,"Englisch, Herkunftssprachlicher Unterricht, Türkisch",Ganztagsangebote,Schule mit Erweiterter Schulischer Betreuung,Jugendhilfeangebot,,,"""Förderverein für die Minna-Specht-Schule in Schwanheim e.V."", Ansprechpartner/in: Herr Dieter Altvater",Förderung der Deutschkenntnisse,Minna Specht (1879-1961) Pädagogin,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/minna-specht-schule,minna-specht-schule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Griesheim,1687.0,50.094362,8.6056814,,Nied,2157.0,50.1023216,8.5714188,,Frankfurt-Niederrad,3659.0,50.0807744,8.6372448,,Ferdinand-Dirichs-Weg,338.0,50.0826345,8.5880544,,Rheinlandstraße,506.0,50.082324,8.5814124,12;19,Harthweg,761.0,50.0810429,8.5945914,,An der Wildhube,110.0,50.0864396,8.586968,,Martinskirchstraße,164.0,50.0848717,8.5885669,,Ferdinand-Dirichs-Weg,244.0,50.0835388,8.5880316,,24,52,"12, 19, 51, 62, 68, 78, n7",50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Mühlbergschule,Grundschule,grundschulen,Grundschule,1-4,Lettigkautweg 8,60599,Frankfurt am Main,Frankfurt am Main,Hessen,Sachsenhausen,50.0982,8.70286,+49 69 212 45579,,poststelle.muehlbergschule@stadt-frankfurt.de,http://www.muehlbergschule.de,Stadt Frankfurt am Main,,,Elke Rimpf,,390.0,16.0,"siehe ""Erläuterung zu der Unterrichtszeit""",,Schwerpunkt Sprachen,,,Bilingual Deutsch/Italienisch,Englisch,,,,Englisch,Ganztagsangebote,Schule mit Erweiterter Schulischer Betreuung,"AGs am Nachmittag, Besondere Leseförderung, Förderung der Deutschkenntnisse, Ganztagsangebote, Kooperationspartner",,,"""Verein der Freunde und Förderer der Mühlbergschule e.V."", Ansprechpartnerin vor Ort: Frau Tamara Kraft, ESB-Leitung",,"Benannt nach dem Ostteil des Sachsenhäuser Berges, an dessen Fuß im Mittelalter mehrere Mühlen betrieben wurden",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/muehlbergschule,muehlbergschule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Mühlberg,428.0,50.1018292,8.700846,,Lokalbahnhof,842.0,50.1022138,8.6928445,,Ruhrorter Werft,1064.0,50.1077364,8.7040881,,Lettigkautweg,175.0,50.0996567,8.703802,,Mühlberg,463.0,50.1018743,8.6998068,,Heister-/Seehofstraße,705.0,50.1034734,8.6973764,,Lettigkautweg,177.0,50.0996644,8.7038292,,Seehofpark,264.0,50.0958356,8.7025077,,Dielmannstraße,281.0,50.0974317,8.6991025,,21,98,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Münzenbergerschule,Grundschule,grundschulen,Grundschule,1-4,Engelthaler Straße 34,60435,Frankfurt am Main,Frankfurt am Main,Hessen,Eckenheim,50.1506,8.68437,+49 69 212 38756,+49 69 212 38582,poststelle.muenzenbergerschule@stadt-frankfurt.de,http://www.muenzenbergerschule.de,Stadt Frankfurt am Main,,,Iris Braun,Beatrice Schmidt,340.0,14.0,08:00 bis 13:15 Uhr,,"Schwerpunkt Musik, Schwerpunkt Kunst",,,,"Englisch, Herkunftssprachlicher Unterricht, Arabisch, Türkisch, Portugiesisch",,,,"Englisch, Herkunftssprachlicher Unterricht, Arabisch, Türkisch, Portugiesisch",Ganztagsangebote,Schule mit Frühbetreuung,"AGs am Nachmittag, Besondere Leseförderung, Förderung der Deutschkenntnisse, Ganztagsangebote, Jugendhilfeangebot, Kooperationspartner",,,,Schülerzeitung,Benannt nach dem Geschlecht derer zu Hanau-Münzenberg,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/muenzenbergerschule,muenzenbergerschule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Ronneburgstraße,281.0,50.1513695,8.6881232,,Sigmund-Freud-Straße,484.0,50.1547945,8.6861706,,Theobald-Ziegler-Straße,495.0,50.1479234,8.6899125,,Schwabstraße,681.0,50.1446265,8.682291,,Alkmenestraße,1105.0,50.1516538,8.6997969,,Gravensteiner-Platz,1137.0,50.1551792,8.69864,,Büdinger Straße,93.0,50.1514058,8.6840474,,Friedhof Eckenheim,100.0,50.150195,8.685625,,Engelthaler Straße,254.0,50.1494279,8.6813062,,21,72,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Niddaschule,Grundschule,grundschulen,Grundschule,1-4,Oeserstraße 2,65934,Frankfurt am Main,Frankfurt am Main,Hessen,Nied,50.1015,8.56608,+49 69 212 45557,+49 69 212 45691,poststelle.niddaschule@stadt-frankfurt.de,http://www.niddaschule-frankfurt.de,Stadt Frankfurt am Main,,,Ela S. Kimbel,,272.0,12.0,08:00 bis 13:10 Uhr,,,,,Deutsch,"Englisch, Herkunftssprachlicher Unterricht, Türkisch",,,,"Englisch, Herkunftssprachlicher Unterricht, Türkisch",Ganztagsangebote,Schule mit Erweiterter Schulischer Betreuung,"AGs am Nachmittag, Besondere Leseförderung, Förderung der Deutschkenntnisse, Ganztagsangebote",,,"""Förderverein der Niddaschule e.V."", Ansprechpartner/in: Herr Kmetzsch",,"Benannt nach dem Fluss ""Nidda"" (fließt hinter der Schule).",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/niddaschule,niddaschule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Nied,392.0,50.1023216,8.5714188,,Frankfurt-Höchst,1717.0,50.1027438,8.5420871,,Sossenheim,1739.0,50.1149359,8.5536044,,Nied Kirche,357.0,50.0984354,8.5675594,,Tillystraße,415.0,50.1014311,8.5602646,,Luthmerstraße,506.0,50.0990806,8.5720818,,Nied Brücke,116.0,50.1006733,8.5650884,,Nied Bahnhof/Lotzstraße,177.0,50.1020991,8.5683721,,Nied Kirche,332.0,50.0985574,8.5668746,,28,58,"51, 54, 59, n7",50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Pestalozzischule,Grundschule,grundschulen,Grundschule,1-4,Vatterstraße 1,60386,Frankfurt am Main,Frankfurt am Main,Hessen,Seckbach,50.133,8.73364,Sekretariat,+49 69 212 48356,poststelle.pestalozzischule@stadt-frankfurt.de,,Stadt Frankfurt am Main,,,Christian Wolf,Amelie Braun,287.0,13.0,08:00 bis 13:10 Uhr,,,,,Bilingual Deutsch/Spanisch,"Englisch, Bilingual, Spanisch",,,,"Englisch, Bilingual, Spanisch",Ganztagsangebote,Schule mit Erweiterter Schulischer Betreuung,"AGs am Nachmittag, Besondere Leseförderung, Förderung der Deutschkenntnisse, Ganztagsangebote, Jugendhilfeangebot, Kooperationspartner",,Schule der Nachhaltigkeit,,Schullandheim,"Johann Heinrich Pestalozzi (1746-1827), Schweizer Reformpädagoge",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/pestalozzischule,pestalozzischule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,"U-Bahn (50.1313,8.7334)",191.0,50.1312846,8.7334237,,Schäfflestraße,197.0,50.1312718,8.7342609,,"U-Bahn (50.1312,8.7332)",205.0,50.1311773,8.7331877,,Johanna-Tesch-Platz,896.0,50.1273377,8.7246964,,Dieselstraße,1242.0,50.1244081,8.7447789,,Daimlerstraße,1254.0,50.1226603,8.7406807,,Schäfflestraße,210.0,50.1311228,8.7333716,,Gwinnerstraße,530.0,50.133729,8.7409839,,Lahmeyerstraße,640.0,50.1318419,8.7424331,,9,50,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
